accommodatie_id;accommodatie naam;bouwjaar;X;Y;adres;postcode;plaatsnaam;gemeente;provincie;aantal voorzieningen;aantal indoor voorzieningen;aantal outdoor voorzieningen;aantal outdoor kunstgrasvelden;aantal outdoor natuurgrasvelden;aantal outdoor semi-watervelden;aantal outdoor watervelden;aantal sporthallen;aantal sportzalen;aantal gymzalen;sport
10770;Voormalig MBO Utrecht;1967;136378;452477;Pagelaan 1;3525gw;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
10770;Voormalig MBO Utrecht;1967;136378;452477;Pagelaan 1;3525gw;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;gymnastiek
10770;Voormalig MBO Utrecht;1967;136378;452477;Pagelaan 1;3525gw;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;tafeltennis
10770;Voormalig MBO Utrecht;1967;136378;452477;Pagelaan 1;3525gw;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
10868;Gymzaal Prof. van Bemmelenlaan;2004;137288;457935;Prof. van Bemmelenlaan 51A;3571el;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;badminton
10868;Gymzaal Prof. van Bemmelenlaan;2004;137288;457935;Prof. van Bemmelenlaan 51A;3571el;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
10868;Gymzaal Prof. van Bemmelenlaan;2004;137288;457935;Prof. van Bemmelenlaan 51A;3571el;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;gymnastiek
10868;Gymzaal Prof. van Bemmelenlaan;2004;137288;457935;Prof. van Bemmelenlaan 51A;3571el;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;judo
10868;Gymzaal Prof. van Bemmelenlaan;2004;137288;457935;Prof. van Bemmelenlaan 51A;3571el;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;vechtsport
10868;Gymzaal Prof. van Bemmelenlaan;2004;137288;457935;Prof. van Bemmelenlaan 51A;3571el;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
12323;Basic-Fit Utrecht Zonnebaan;1978;131274;459054;Zonnebaan 22;3542ee;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12323;Basic-Fit Utrecht Zonnebaan;1978;131274;459054;Zonnebaan 22;3542ee;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;zaalsport
12324;family fitness;1995;135568;458624;Paranádreef 10;3563ax;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12325;hrnstr 33;1850;136827;455293;oudegracht 303;3511pb;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12326;hrnstr33;1800;137138;455743;herenstraat 33;3512kb;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12327;hrnstr33;;135914;456495;herenweg 10;3513ce;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12328;bbb utrecht;;136184;456663;oudenoord 219;3513ep;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12329;fit lunetten;1985;137795;452905;hondsrug 19;3524bp;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12330;gym4all;2000;136007;453680;kanaalweg 29a;3526km;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12331;curves;2006;135132;456185;vleutenseweg 281;3532he;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12332;body control;;131441;459477;maarssenbroeksedijk 17;3542dl;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12333;fit20;2000;131554;459998;computerweg 11;3542dp;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12334;curves;2004;131444;457356;musicallaan 163;3543ec;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12335;krav maga;1919;134455;457821;amsterdamsestraatweg 539;3553ee;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12336;newstyle;1981;133504;458793;minister talmastraat 20;3555gh;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12337;tamminga fysiotherapie;1995;133936;458265;amsterdamsestraatweg 646;3555hx;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12338;linewish fitclub/sunclub;;136954;458195;arnodreef 42;3561gm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12339;fitness factory;;137205;456336;biltstraat 23i;3572ab;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12340;wittevrouwen fitness;1895;137719;456701;poortstraat 94;3572hn;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
12341;healthcity;1983;138361;454518;herculesplein 375;3584aa;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
13164;rabobank nederland;1984;135938;455417;croeselaan 18;3521cb;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;bridge
13165;buurthuis oudwijk;1986;137735;455608;oudwijkerdwarsstraat 148;3581lj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;bridge
13186;ndc den hommel;2001;134101;454699;kennedylaan 9;3533kh;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;bridge
13187;trajectum college;1996;136338;457809;vader rijndreef 9;3561xb;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;bridge
13596;Sportcentrum Galgenwaard;1983;138378;454427;Herculesplein 341;3584aa;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;atletiek
13596;Sportcentrum Galgenwaard;1983;138378;454427;Herculesplein 341;3584aa;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;2;0;0;badminton
13596;Sportcentrum Galgenwaard;1983;138378;454427;Herculesplein 341;3584aa;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;2;0;0;basketbal
13596;Sportcentrum Galgenwaard;1983;138378;454427;Herculesplein 341;3584aa;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;2;0;0;korfbal
